Athlete,START_DATE,MEET_TITLE,Round,Dive,Shape,height,DD,J1,J2,J3,J4,J5,J6,J7,Total,Points,Direction,Direction name,Dive_code
Laura,2014-10-17T00:00:00Z,2014 Pullar Family Championship,3,5253,B,10,3.2,5.5,6.5,5.5,6,4.5,6,6.5,17.5,56,52,Backward Twist,5253B
Laura,2014-10-17T00:00:00Z,2014 Pullar Family Championship,2,6243,D,10,3.2,4.5,6,4.5,5.5,5.5,4.5,5.5,15.5,49.6,62,Armstand backward,6243D
Laura,2014-10-17T00:00:00Z,2014 Pullar Family Championship,1,107,B,10,3,3.5,4,3,5,4.5,4,4.5,12.5,37.5,10,Forwards,107B
Laura,2014-10-17T00:00:00Z,2014 Pullar Family Championship,1,107,B,10,3,3,3,2.5,3.5,3.5,3.5,2,9.5,28.5,10,Forwards,107B
Laura,2014-10-17T00:00:00Z,2014 Pullar Family Championship,2,6243,D,10,3.2,4.5,4.5,5,5,4,4.5,4.5,13.5,43.2,62,Armstand backward,6243D
Laura,2014-10-17T00:00:00Z,2014 Pullar Family Championship,3,5253,B,10,3.2,5,5.5,5.5,5,5.5,5.5,5,16,51.2,52,Backward Twist,5253B
Laura,2014-11-01T00:00:00Z,SA State Open &amp; Synchro Championships,2,6243,D,10,3.2,5.5,6,6.5,6.5,5.5,0,0,18,57.6,62,Armstand backward,6243D
Laura,2014-11-01T00:00:00Z,SA State Open &amp; Synchro Championships,3,5253,B,10,3.2,6,6,6.5,6,6.5,0,0,18.5,59.2,52,Backward Twist,5253B
Laura,2014-11-01T00:00:00Z,SA State Open &amp; Synchro Championships,2,6243,D,10,3.2,5,5,6,5.5,6,0,0,16.5,52.8,62,Armstand backward,6243D
Laura,2014-11-01T00:00:00Z,SA State Open &amp; Synchro Championships,3,5253,B,10,3.2,5.5,6,6,5.5,6,0,0,17.5,56,52,Backward Twist,5253B
Laura,2014-11-14T00:00:00Z,2014 Victorian Open Championships,2,6243,D,10,3.2,6,5.5,6,5.5,6,5,5.5,17,54.4,62,Armstand backward,6243D
Laura,2014-11-14T00:00:00Z,2014 Victorian Open Championships,3,5253,B,10,3.2,6,6.5,7,6.5,6.5,6,5.5,19,60.8,52,Backward Twist,5253B
Laura,2014-11-14T00:00:00Z,2014 Victorian Open Championships,3,5253,B,10,3.2,4.5,3.5,4.5,4,5.5,5,4.5,13.5,43.2,52,Backward Twist,5253B
Laura,2014-11-14T00:00:00Z,2014 Victorian Open Championships,2,6243,D,10,3.2,3.5,4,4,3.5,4,4,5.5,12,38.4,62,Armstand backward,6243D
Laura,2014-11-29T00:00:00Z,14-15 Victorian Pennant Series Week 3,3,5253,B,10,3.2,6.5,7,5.5,6,6.5,0,0,19,60.8,52,Backward Twist,5253B
Laura,2014-11-29T00:00:00Z,14-15 Victorian Pennant Series Week 3,2,6243,D,10,3.2,4,5,4,3.5,4.5,0,0,12.5,40,62,Armstand backward,6243D
Laura,2014-12-11T00:00:00Z,2014/15 Australian Open Championships,2,6243,D,10,3.2,6,7,6,7,7,5.5,6,19,60.8,62,Armstand backward,6243D
Laura,2014-12-11T00:00:00Z,2014/15 Australian Open Championships,3,5253,B,10,3.2,4.5,5.5,5,5.5,6,5,6,16,51.2,52,Backward Twist,5253B
Laura,2014-12-11T00:00:00Z,2014/15 Australian Open Championships,2,6243,D,10,3.2,7.5,6.5,6.5,6.5,6.5,6,6,19.5,62.4,62,Armstand backward,6243D
Laura,2014-12-11T00:00:00Z,2014/15 Australian Open Championships,3,5253,B,10,3.2,4.5,5,4.5,4,5,5,3.5,14,44.8,52,Backward Twist,5253B
Laura,2014-12-11T00:00:00Z,2014/15 Australian Open Championships,3,5253,B,10,3.2,5.5,6.5,5.5,5.5,5,5,5.5,16.5,52.8,52,Backward Twist,5253B
Laura,2014-12-11T00:00:00Z,2014/15 Australian Open Championships,2,6243,D,10,3.2,4.5,4,4.5,4,4.5,3.5,3,12.5,40,62,Armstand backward,6243D
Laura,2015-01-17T00:00:00Z,2015 Australian Domestic Grand Prix - Gold Coast,3,5253,B,10,3.2,4.5,5,5.5,4.5,5,5,5.5,15,48,52,Backward Twist,5253B
Laura,2015-01-17T00:00:00Z,2015 Australian Domestic Grand Prix - Gold Coast,2,6243,D,10,3.2,6,5.5,6,5,6.5,7,7,18.5,59.2,62,Armstand backward,6243D
Laura,2015-01-17T00:00:00Z,2015 Australian Domestic Grand Prix - Gold Coast,2,6243,D,10,3.2,5.5,5,4.5,4.5,5.5,5.5,6,16,51.2,62,Armstand backward,6243D
Laura,2015-01-17T00:00:00Z,2015 Australian Domestic Grand Prix - Gold Coast,3,5253,B,10,3.2,5,6.5,6,5,6,5,5.5,16.5,52.8,52,Backward Twist,5253B
Laura,2015-01-23T00:00:00Z,2015 Australian Domestic Grand Prix - Brisbane,2,6243,D,10,3.2,4.5,4,5.5,4.5,4,4,4.5,13,41.6,62,Armstand backward,6243D
Laura,2015-01-23T00:00:00Z,2015 Australian Domestic Grand Prix - Brisbane,3,5253,B,10,3.2,4.5,3.5,6.5,5.5,4.5,5,5,14.5,46.4,52,Backward Twist,5253B
Laura,2015-01-23T00:00:00Z,2015 Australian Domestic Grand Prix - Brisbane,3,5253,B,10,3.2,4.5,6,5,4.5,5,5,4.5,14.5,46.4,52,Backward Twist,5253B
Laura,2015-01-23T00:00:00Z,2015 Australian Domestic Grand Prix - Brisbane,2,6243,D,10,3.2,7,8,7.5,8,7.5,6,7,22,70.4,62,Armstand backward,6243D
Laura,2015-02-27T00:00:00Z,2015 Victorian Open &amp; Age Championships,3,5253,B,10,3.2,4,3.5,4.5,4,4.5,4.5,4,12.5,40,52,Backward Twist,5253B
Laura,2015-02-27T00:00:00Z,2015 Victorian Open &amp; Age Championships,2,6243,D,10,3.2,4.5,5,6,6,5.5,5.5,5.5,16.5,52.8,62,Armstand backward,6243D
Laura,2015-02-27T00:00:00Z,2015 Victorian Open &amp; Age Championships,2,6243,D,10,3.2,4.5,4.5,4.5,4,5,4,3.5,13,41.6,62,Armstand backward,6243D
Laura,2015-02-27T00:00:00Z,2015 Victorian Open &amp; Age Championships,3,5253,B,10,3.2,6,5.5,6,6,6,5.5,7,18,57.6,52,Backward Twist,5253B
Laura,2015-04-30T00:00:00Z,2015 Australian Open &amp; World Championship Trials,1,407,C,10,3.2,4,3,2,3.5,4,4,4,11.5,36.8,40,Inward,407C
Laura,2015-04-30T00:00:00Z,2015 Australian Open &amp; World Championship Trials,2,107,B,10,3,4,3.5,3,3,4,3,3.5,10,30,10,Forwards,107B
Laura,2015-04-30T00:00:00Z,2015 Australian Open &amp; World Championship Trials,3,6243,D,10,3.2,6.5,7,7,6.5,7,7,7.5,21,67.2,62,Armstand backward,6243D
Laura,2015-04-30T00:00:00Z,2015 Australian Open &amp; World Championship Trials,4,5253,B,10,3.2,5.5,5.5,4.5,5,5,4.5,5.5,15.5,49.6,52,Backward Twist,5253B
Laura,2015-04-30T00:00:00Z,2015 Australian Open &amp; World Championship Trials,5,305,C,10,2.8,7,6,6,5.5,5.5,6.5,6.5,18.5,51.8,30,Reverse,305C
Laura,2015-04-30T00:00:00Z,2015 Australian Open &amp; World Championship Trials,5,305,C,10,2.8,3.5,3,3,3,2.5,2.5,3,9,25.2,30,Reverse,305C
Laura,2015-04-30T00:00:00Z,2015 Australian Open &amp; World Championship Trials,4,5253,B,10,3.2,5.5,6.5,6.5,6.5,6,6,6,18.5,59.2,52,Backward Twist,5253B
Laura,2015-04-30T00:00:00Z,2015 Australian Open &amp; World Championship Trials,3,6243,D,10,3.2,6,6.5,6.5,5.5,6,5.5,6,18,57.6,62,Armstand backward,6243D
Laura,2015-04-30T00:00:00Z,2015 Australian Open &amp; World Championship Trials,2,107,B,10,3,5.5,6,6.5,5.5,5,5.5,6,17,51,10,Forwards,107B
Laura,2015-04-30T00:00:00Z,2015 Australian Open &amp; World Championship Trials,1,407,C,10,3.2,4.5,4,5.5,5,4.5,4,4.5,13.5,43.2,40,Inward,407C
Laura,2015-04-30T00:00:00Z,2015 Australian Open &amp; World Championship Trials,1,407,C,10,3.2,3.5,3.5,2.5,2.5,3.5,3.5,3,10,32,40,Inward,407C
Laura,2015-04-30T00:00:00Z,2015 Australian Open &amp; World Championship Trials,2,107,B,10,3,7,7,6.5,7,7,7.5,6.5,21,63,10,Forwards,107B
Laura,2015-04-30T00:00:00Z,2015 Australian Open &amp; World Championship Trials,3,6243,D,10,3.2,7.5,7,7.5,7,7,8.5,8,22,70.4,62,Armstand backward,6243D
Laura,2015-04-30T00:00:00Z,2015 Australian Open &amp; World Championship Trials,4,5253,B,10,3.2,6.5,6.5,6.5,6,5.5,5.5,5.5,18,57.6,52,Backward Twist,5253B
Laura,2015-04-30T00:00:00Z,2015 Australian Open &amp; World Championship Trials,5,305,C,10,2.8,4.5,4,3,4.5,5.5,5,5.5,14,39.2,30,Reverse,305C
Laura,2015-12-06T00:00:00Z,ADGP Event 1/World Cup Trials,1,305,C,10,2.8,7.5,7.5,7.5,7,7,7,8.5,22,61.6,30,Reverse,305C
Laura,2015-12-06T00:00:00Z,ADGP Event 1/World Cup Trials,2,6243,D,10,3.2,6.5,7,6.5,7,6.5,7,7,20.5,65.6,62,Armstand backward,6243D
Laura,2015-12-06T00:00:00Z,ADGP Event 1/World Cup Trials,3,407,C,10,3.2,2.5,4,2.5,4.5,4,3,3.5,10.5,33.6,40,Inward,407C
Laura,2015-12-06T00:00:00Z,ADGP Event 1/World Cup Trials,4,107,B,10,3,4,3.5,3,4.5,4,4,3.5,11.5,34.5,10,Forwards,107B
Laura,2015-12-06T00:00:00Z,ADGP Event 1/World Cup Trials,5,5253,B,10,3.2,3.5,3,1.5,5.5,4,4.5,5.5,12,38.4,52,Backward Twist,5253B
Laura,2015-12-06T00:00:00Z,ADGP Event 1/World Cup Trials,1,305,C,10,2.8,7.5,7.5,7.5,8,8,7.5,8,23,64.4,30,Reverse,305C
Laura,2015-12-06T00:00:00Z,ADGP Event 1/World Cup Trials,2,6243,D,10,3.2,6,4.5,5,5,5.5,5,5.5,15.5,49.6,62,Armstand backward,6243D
Laura,2015-12-06T00:00:00Z,ADGP Event 1/World Cup Trials,3,407,C,10,3.2,5.5,4.5,5,4.5,5.5,4.5,4.5,14,44.8,40,Inward,407C
Laura,2015-12-06T00:00:00Z,ADGP Event 1/World Cup Trials,4,107,B,10,3,6.5,6.5,5.5,6.5,7,7,7,20,60,10,Forwards,107B
Laura,2015-12-06T00:00:00Z,ADGP Event 1/World Cup Trials,5,5253,B,10,3.2,6.5,7,6,6.5,6.5,6.5,6.5,19.5,62.4,52,Backward Twist,5253B
Laura,2015-12-06T00:00:00Z,ADGP Event 1/World Cup Trials,5,5253,B,10,3.2,6.5,7.5,5.5,5,6,7,6.5,19,60.8,52,Backward Twist,5253B
Laura,2015-12-06T00:00:00Z,ADGP Event 1/World Cup Trials,4,107,B,10,3,7.5,6.5,7,7.5,7,6.5,7,21,63,10,Forwards,107B
Laura,2015-12-06T00:00:00Z,ADGP Event 1/World Cup Trials,3,407,C,10,3.2,4.5,7,6.5,6,5.5,5.5,5.5,17,54.4,40,Inward,407C
Laura,2015-12-06T00:00:00Z,ADGP Event 1/World Cup Trials,2,6243,D,10,3.2,6.5,7.5,7,7.5,7.5,7,7.5,22,70.4,62,Armstand backward,6243D
Laura,2015-12-06T00:00:00Z,ADGP Event 1/World Cup Trials,1,305,C,10,2.8,1.5,3.5,2.5,2,2,2,3.5,6.5,18.2,30,Reverse,305C
Laura,2015-12-12T00:00:00Z,ADGP Event 2/Oceania Championships,1,305,C,10,2.8,5.5,4.5,4,5.5,6,6,6,17,47.6,30,Reverse,305C
Laura,2015-12-12T00:00:00Z,ADGP Event 2/Oceania Championships,2,6243,D,10,3.2,4,4.5,3.5,3.5,4,4,4,12,38.4,62,Armstand backward,6243D
Laura,2015-12-12T00:00:00Z,ADGP Event 2/Oceania Championships,3,407,C,10,3.2,2,3,3,3.5,3,2,2,8,25.6,40,Inward,407C
Laura,2015-12-12T00:00:00Z,ADGP Event 2/Oceania Championships,4,107,B,10,3,4.5,5,5.5,5.5,5,5.5,6,16,48,10,Forwards,107B
Laura,2015-12-12T00:00:00Z,ADGP Event 2/Oceania Championships,5,5253,B,10,3.2,4.5,4.5,4.5,4,4,4.5,4.5,13.5,43.2,52,Backward Twist,5253B
Laura,2015-12-12T00:00:00Z,ADGP Event 2/Oceania Championships,1,305,C,10,2.8,3.5,3.5,3,2.5,2.5,3.5,2,9,25.2,30,Reverse,305C
Laura,2015-12-12T00:00:00Z,ADGP Event 2/Oceania Championships,2,6243,D,10,3.2,5.5,6,5.5,5,6,5.5,5,16.5,52.8,62,Armstand backward,6243D
Laura,2015-12-12T00:00:00Z,ADGP Event 2/Oceania Championships,3,407,C,10,3.2,3,3.5,1.5,2.5,2,2,2,6.5,20.8,40,Inward,407C
Laura,2015-12-12T00:00:00Z,ADGP Event 2/Oceania Championships,4,107,B,10,3,4,4.5,4,5,4.5,4,5,13,39,10,Forwards,107B
Laura,2015-12-12T00:00:00Z,ADGP Event 2/Oceania Championships,5,5253,B,10,3.2,5,5.5,5.5,5,5.5,6,5,16,51.2,52,Backward Twist,5253B
Laura,2015-10-16T00:00:00Z,FINA Diving Grand Prix 2015 (Singapore),5,5253,B,10,3.2,6.5,5.5,4.5,5.5,6,6,6,29,55.68,52,Backward Twist,5253B
Laura,2015-10-16T00:00:00Z,FINA Diving Grand Prix 2015 (Singapore),1,103,B,10,2,7,7,7.5,8,7,7,7.5,36,43.2,10,Forwards,103B
Laura,2015-10-16T00:00:00Z,FINA Diving Grand Prix 2015 (Singapore),2,201,B,10,2,6.5,7.5,7,8.5,6.5,6.5,6.5,34,40.8,20,Backward,201B
Laura,2015-10-16T00:00:00Z,FINA Diving Grand Prix 2015 (Singapore),3,305,C,10,2.8,1,2,6.5,6.5,2,3,4.5,20.5,34.44,30,Reverse,305C
Laura,2015-10-16T00:00:00Z,FINA Diving Grand Prix 2015 (Singapore),4,407,C,10,3.2,4,4,4,3.5,4,4,5,21,40.32,40,Inward,407C
Laura,2015-10-16T00:00:00Z,FINA Diving Grand Prix 2015 (Singapore),5,5253,B,10,3.2,5,4,4.5,4.5,4.5,6,5.5,26.5,50.88,52,Backward Twist,5253B
Laura,2015-10-16T00:00:00Z,FINA Diving Grand Prix 2015 (Singapore),1,301,B,10,2,7.5,7.5,4,6,6,6.5,5.5,33,39.6,30,Reverse,301B
Laura,2015-10-16T00:00:00Z,FINA Diving Grand Prix 2015 (Singapore),2,201,B,10,2,7,8,5.5,6,7,7,7.5,34,40.8,20,Backward,201B
Laura,2015-10-16T00:00:00Z,FINA Diving Grand Prix 2015 (Singapore),3,407,C,10,3.2,4.5,4.5,4,4,5,5,7,25,48,40,Inward,407C
Laura,2015-10-16T00:00:00Z,FINA Diving Grand Prix 2015 (Singapore),4,107,B,10,3,4.5,6.5,4,3.5,5.5,5,5,24,43.2,10,Forwards,107B
Laura,2016-12-10T00:00:00Z,ADGP - Gold Coast,5,5253,B,10,3.2,4,3,3,4.5,3.5,4,4,11.5,36.8,52,Backward Twist,5253B
Laura,2016-12-10T00:00:00Z,ADGP - Gold Coast,5,5253,B,10,3.2,4.5,5.5,5,4.5,5,5,4.5,14.5,46.4,52,Backward Twist,5253B
Laura,2016-12-10T00:00:00Z,ADGP - Gold Coast,4,107,B,10,3,3,3,3,3,2.5,2,2.5,8.5,25.5,10,Forwards,107B
Laura,2016-12-10T00:00:00Z,ADGP - Gold Coast,3,407,C,10,3.2,2,3,2,3,2,2.5,2.5,7,22.4,40,Inward,407C
Laura,2016-12-10T00:00:00Z,ADGP - Gold Coast,2,6243,D,10,3.2,7,7,6.5,6.5,6.5,7,6.5,20,64,62,Armstand backward,6243D
Laura,2016-12-10T00:00:00Z,ADGP - Gold Coast,1,305,C,10,2.8,3.5,3.5,3.5,4,3.5,3.5,3.5,10.5,29.4,30,Reverse,305C
Laura,2016-12-10T00:00:00Z,ADGP - Gold Coast,1,305,C,10,2.8,7,6.5,7,7,6.5,6.5,7.5,20.5,57.4,30,Reverse,305C
Laura,2016-12-10T00:00:00Z,ADGP - Gold Coast,2,6243,D,10,3.2,6.5,6.5,6,5.5,6.5,6.5,5,19,60.8,62,Armstand backward,6243D
Laura,2016-12-10T00:00:00Z,ADGP - Gold Coast,3,407,C,10,3.2,3,3,2,2.5,2,3.5,2.5,8,25.6,40,Inward,407C
Laura,2016-12-10T00:00:00Z,ADGP - Gold Coast,4,107,B,10,3,2,1.5,2,2.5,1.5,2.5,2.5,6.5,19.5,10,Forwards,107B
Laura,2017-04-21T00:00:00Z,2017 Victorian Open Championships,1,6243,D,10,3.2,7.5,7,6.5,7,7,6.5,7.5,21,67.2,62,Armstand backward,6243D
Laura,2017-04-21T00:00:00Z,2017 Victorian Open Championships,2,5253,B,10,3.2,5,4,5,5.5,5.5,5.5,5,15.5,49.6,52,Backward Twist,5253B
Laura,2017-04-21T00:00:00Z,2017 Victorian Open Championships,3,205,B,10,2.9,5.5,5,6,5.5,5.5,6,5.5,16.5,47.85,20,Backward,205B
Laura,2017-04-21T00:00:00Z,2017 Victorian Open Championships,1,6243,D,10,3.2,6,5.5,6,6.5,6,6,6.5,18,57.6,62,Armstand backward,6243D
Laura,2017-04-21T00:00:00Z,2017 Victorian Open Championships,2,5253,B,10,3.2,4.5,3.5,4,4,3.5,4,4,12,38.4,52,Backward Twist,5253B
Laura,2017-04-21T00:00:00Z,2017 Victorian Open Championships,3,205,B,10,2.9,4,4,4.5,3,5.5,4,4,12,34.8,20,Backward,205B
Laura,2017-05-23T00:00:00Z,2017 Australian Open Champs. inc. World Champs Trials,5,305,C,10,2.8,4,4,3,4,4,3.5,4,12,33.6,30,Reverse,305C
Laura,2017-05-23T00:00:00Z,2017 Australian Open Champs. inc. World Champs Trials,4,107,B,10,3,5.5,6.5,5,5.5,5,5.5,5,16,48,10,Forwards,107B
Laura,2017-05-23T00:00:00Z,2017 Australian Open Champs. inc. World Champs Trials,3,205,B,10,2.9,2,2,2,1.5,2,1.5,2,6,17.4,20,Backward,205B
Laura,2017-05-23T00:00:00Z,2017 Australian Open Champs. inc. World Champs Trials,2,5253,B,10,3.2,6,6,6.5,6.5,5.5,6,6.5,18.5,59.2,52,Backward Twist,5253B
Laura,2017-05-23T00:00:00Z,2017 Australian Open Champs. inc. World Champs Trials,1,6243,D,10,3.2,7,7.5,6.5,7,6.5,6.5,6.5,20,64,62,Armstand backward,6243D
Laura,2017-05-23T00:00:00Z,2017 Australian Open Champs. inc. World Champs Trials,5,305,C,10,2.8,6.5,6,6.5,6.5,7,6.5,6.5,19.5,54.6,30,Reverse,305C
Laura,2017-05-23T00:00:00Z,2017 Australian Open Champs. inc. World Champs Trials,4,107,B,10,3,6.5,5.5,7,6.5,6.5,6.5,6.5,19.5,58.5,10,Forwards,107B
Laura,2017-05-23T00:00:00Z,2017 Australian Open Champs. inc. World Champs Trials,3,205,B,10,2.9,6.5,6.5,6.5,7.5,7,7.5,7,20.5,59.45,20,Backward,205B
