Athlete,START_DATE,MEET_TITLE,Round,Dive,Shape,height,DD,J1,J2,J3,J4,J5,J6,J7,Total,Points,Direction,Direction name,Dive_code
Laura,2019-12-06T00:00:00Z,2019 Australian Domestic Grand Prix - Knockout,4,6243,D,10,3.2,0,0,0,0,0,0,0,0,0,62,Armstand backward,6243D
Laura,2019-12-06T00:00:00Z,2019 Australian Domestic Grand Prix - Knockout,5,305,C,10,2.8,0,0,0,0,0,0,0,0,0,30,Reverse,305C
Laura,2020-02-06T00:00:00Z,2020 World Cup Trials inc NSW Open Champs,1,5253,B,10,3.2,7,7.5,7.5,7,7,7,7,21,67.2,52,Backward Twist,5253B
Laura,2020-02-06T00:00:00Z,2020 World Cup Trials inc NSW Open Champs,2,205,B,10,2.9,5.5,6,6.5,6,6,6.5,6.5,18.5,53.65,20,Backward,205B
Laura,2020-02-06T00:00:00Z,2020 World Cup Trials inc NSW Open Champs,3,407,C,10,3.2,5,5,6,6,5.5,5,5,15.5,49.6,40,Inward,407C
Laura,2020-02-06T00:00:00Z,2020 World Cup Trials inc NSW Open Champs,4,6243,D,10,3.2,7,6,6,6.5,7,6,6,18.5,59.2,62,Armstand backward,6243D
Laura,2020-02-06T00:00:00Z,2020 World Cup Trials inc NSW Open Champs,5,305,C,10,2.8,8.5,8.5,9,8.5,8.5,8.5,8.5,25.5,71.4,30,Reverse,305C
Laura,2020-02-06T00:00:00Z,2020 World Cup Trials inc NSW Open Champs,5,305,C,10,2.8,7,6.5,7,7,6.5,7,7,21,58.8,30,Reverse,305C
Laura,2020-02-06T00:00:00Z,2020 World Cup Trials inc NSW Open Champs,4,6243,D,10,3.2,6.5,6,6.5,7,7,7.5,7.5,20.5,65.6,62,Armstand backward,6243D
Laura,2020-02-06T00:00:00Z,2020 World Cup Trials inc NSW Open Champs,3,407,C,10,3.2,6.5,6.5,5.5,6,6,5,6.5,18.5,59.2,40,Inward,407C
Laura,2020-02-06T00:00:00Z,2020 World Cup Trials inc NSW Open Champs,2,205,B,10,2.9,7,7,6,7.5,7,7,7,21,60.9,20,Backward,205B
Laura,2020-02-06T00:00:00Z,2020 World Cup Trials inc NSW Open Champs,1,5253,B,10,3.2,7.5,7,6.5,7.5,7,7,7.5,21.5,68.8,52,Backward Twist,5253B
Laura,2020-02-06T00:00:00Z,2020 World Cup Trials inc NSW Open Champs,5,407,C,10,3.2,7,7,7.5,7,8,8,8,38,72.96,40,Inward,407C
Laura,2020-02-06T00:00:00Z,2020 World Cup Trials inc NSW Open Champs,4,5253,B,10,3.2,5.5,6,6.5,7,6.5,7.5,6.5,32.5,62.4,52,Backward Twist,5253B
Laura,2020-02-06T00:00:00Z,2020 World Cup Trials inc NSW Open Champs,3,305,C,10,2.8,8,8.5,9,8,9,9,8.5,43,72.24,30,Reverse,305C
Laura,2020-02-06T00:00:00Z,2020 World Cup Trials inc NSW Open Champs,2,201,B,10,2,7,8,8,8.5,8,8,8.5,40.5,48.6,20,Backward,201B
Laura,2020-02-06T00:00:00Z,2020 World Cup Trials inc NSW Open Champs,1,103,B,10,2,8.5,8.5,9,8.5,8.5,8,8.5,42,50.4,10,Forwards,103B
Laura,2020-02-06T00:00:00Z,2020 World Cup Trials inc NSW Open Champs,1,5253,B,10,3.2,7,7.5,7,6.5,7,7.5,7,21,67.2,52,Backward Twist,5253B
Laura,2020-02-06T00:00:00Z,2020 World Cup Trials inc NSW Open Champs,2,205,B,10,2.9,6,7,6.5,6,6.5,6.5,6.5,19.5,56.55,20,Backward,205B
Laura,2020-02-06T00:00:00Z,2020 World Cup Trials inc NSW Open Champs,3,407,C,10,3.2,5,5,4.5,5,4,5.5,5.5,15,48,40,Inward,407C
Laura,2020-02-06T00:00:00Z,2020 World Cup Trials inc NSW Open Champs,4,6243,D,10,3.2,7.5,7,6.5,7,6.5,7.5,7,21,67.2,62,Armstand backward,6243D
Laura,2020-02-06T00:00:00Z,2020 World Cup Trials inc NSW Open Champs,5,305,C,10,2.8,8.5,7.5,7.5,8,7.5,8.5,8,23.5,65.8,30,Reverse,305C
Laura,2020-02-06T00:00:00Z,2020 World Cup Trials inc NSW Open Champs,1,103,B,10,2,6,7,8,8,7.5,7,7.5,37.5,45,10,Forwards,103B
Laura,2020-02-06T00:00:00Z,2020 World Cup Trials inc NSW Open Champs,2,201,B,10,2,8,7.5,7.5,8,8.5,8.5,8,40.5,48.6,20,Backward,201B
Laura,2020-02-06T00:00:00Z,2020 World Cup Trials inc NSW Open Champs,3,305,C,10,2.8,8,8,7,5.5,8.5,8,8,38.5,64.68,30,Reverse,305C
Laura,2020-02-06T00:00:00Z,2020 World Cup Trials inc NSW Open Champs,4,5253,B,10,3.2,6.5,6,6.5,6.5,7,7.5,7,34.5,66.24,52,Backward Twist,5253B
Laura,2020-02-06T00:00:00Z,2020 World Cup Trials inc NSW Open Champs,5,407,C,10,3.2,6,5.5,6.5,5,6.5,6.5,7,32,61.44,40,Inward,407C
Laura,2020-02-14T00:00:00Z,26 FINA Diving Grand Prix 2020 (Madrid),5,407,C,10,3.2,6,5,5.5,5,6.5,6.5,6.5,29.5,56.64,40,Inward,407C
Laura,2020-02-14T00:00:00Z,26 FINA Diving Grand Prix 2020 (Madrid),4,5253,B,10,3.2,5,4.5,5.5,6,7,7.5,7,31,59.52,52,Backward Twist,5253B
Laura,2020-02-14T00:00:00Z,26 FINA Diving Grand Prix 2020 (Madrid),3,305,C,10,2.8,6,5.5,7.5,7.5,7,7.5,7,35,58.8,30,Reverse,305C
Laura,2020-02-14T00:00:00Z,26 FINA Diving Grand Prix 2020 (Madrid),2,201,B,10,2,6.5,6.5,7,7,6.5,7,7,34,40.8,20,Backward,201B
Laura,2020-02-14T00:00:00Z,26 FINA Diving Grand Prix 2020 (Madrid),1,103,B,10,2,7.5,7.5,8.5,7,7.5,8.5,8,39.5,47.4,10,Forwards,103B
Laura,2023-12-03T00:00:00Z,2023 ADGP inc 2024 World Championships Trials (prelim),1,5253,B,10,3.2,7,6.5,6.5,6,6.5,6,6.5,19.5,62.4,52,Backward Twist,5253B
Laura,2023-12-03T00:00:00Z,2023 ADGP inc 2024 World Championships Trials (prelim),2,305,C,10,2.8,7.5,7.5,7,8,8,7.5,8,23,64.4,30,Reverse,305C
Laura,2023-12-03T00:00:00Z,2023 ADGP inc 2024 World Championships Trials (prelim),3,205,B,10,2.9,6,6,5.5,6,5.5,6,6.5,18,52.2,20,Backward,205B
Laura,2023-12-03T00:00:00Z,2023 ADGP inc 2024 World Championships Trials (prelim),4,6243,D,10,3.2,7,7,7,7,8,7,7.5,21,67.2,62,Armstand backward,6243D
Laura,2023-12-03T00:00:00Z,2023 ADGP inc 2024 World Championships Trials (prelim),5,407,C,10,3.2,6.5,6,6.5,7.5,6.5,6,7,19.5,62.4,40,Inward,407C
Laura,2023-12-04T00:00:00Z,2023 ADGP inc 2024 World Championships Trials (semifinal),1,5253,B,10,3.2,6,6.5,5.5,5.5,5.5,6,6,17.5,56,52,Backward Twist,5253B
Laura,2023-12-04T00:00:00Z,2023 ADGP inc 2024 World Championships Trials (semifinal),2,305,C,10,2.8,9,8.5,8.5,8,8,8,8.5,25,70,30,Reverse,305C
Laura,2023-12-04T00:00:00Z,2023 ADGP inc 2024 World Championships Trials (semifinal),3,205,B,10,2.9,7,8,6.5,7,6.5,7.5,7,21,60.9,20,Backward,205B
Laura,2023-12-04T00:00:00Z,2023 ADGP inc 2024 World Championships Trials (semifinal),4,6243,D,10,3.2,6,5.5,6,4,6,6.5,5.5,17.5,56,62,Armstand backward,6243D
Laura,2023-12-04T00:00:00Z,2023 ADGP inc 2024 World Championships Trials (semifinal),5,407,C,10,3.2,4.5,4.5,4,4.5,4,4,5,13,41.6,40,Inward,407C
Laura,2023-12-06T00:00:00Z,2023 ADGP inc 2024 World Championships Trials (final),1,5253,B,10,3.2,6.5,6.5,6.5,6,6,6.5,5,19,60.8,52,Backward Twist,5253B
Laura,2023-12-06T00:00:00Z,2023 ADGP inc 2024 World Championships Trials (final),2,305,C,10,2.8,8,7.5,9,9,7,8,8,24,67.2,30,Reverse,305C
Laura,2023-12-06T00:00:00Z,2023 ADGP inc 2024 World Championships Trials (final),3,205,B,10,2.9,4.5,4,4,4.5,4.5,4,4.5,13,37.7,20,Backward,205B
Laura,2023-12-06T00:00:00Z,2023 ADGP inc 2024 World Championships Trials (final),4,6243,D,10,3.2,7.5,7,8,7.5,7.5,7.5,8,22.5,72,62,Armstand backward,6243D
Laura,2023-12-06T00:00:00Z,2023 ADGP inc 2024 World Championships Trials (final),5,407,C,10,3.2,6.5,6,5.5,6.5,6,6,5.5,18,57.6,40,Inward,407C
Laura,2023-05-24T00:00:00Z,2023 Australian Open Champs. inc. Nomination Trials (prelim),1,5253,B,10,3.2,4.5,4.5,4.5,4,5,4,4.5,13.5,43.2,52,Backward Twist,5253B
Laura,2023-05-24T00:00:00Z,2023 Australian Open Champs. inc. Nomination Trials (prelim),2,205,B,10,2.9,5.5,6.5,6.5,6.5,6,5.5,6,18.5,53.65,20,Backward,205B
Laura,2023-05-24T00:00:00Z,2023 Australian Open Champs. inc. Nomination Trials (prelim),3,407,C,10,3.2,4.5,3.5,4,4,4.5,4.5,4.5,13,41.6,40,Inward,407C
Laura,2023-05-24T00:00:00Z,2023 Australian Open Champs. inc. Nomination Trials (prelim),4,6243,D,10,3.2,6.5,6.5,6.5,6.5,7,6.5,6.5,19.5,62.4,62,Armstand backward,6243D
Laura,2023-05-24T00:00:00Z,2023 Australian Open Champs. inc. Nomination Trials (prelim),5,305,C,10,2.8,8.5,7.5,8,7,8,8,7.5,23.5,65.8,30,Reverse,305C
Laura,2023-05-26T00:00:00Z,2023 Australian Open Champs. inc. Nomination Trials (semifinal),1,5253,B,10,3.2,5.5,5,5,5.5,5,5,5.5,15.5,49.6,52,Backward Twist,5253B
Laura,2023-05-26T00:00:00Z,2023 Australian Open Champs. inc. Nomination Trials (semifinal),2,205,B,10,2.9,7.5,7,7,7,6.5,6.5,6.5,20.5,59.45,20,Backward,205B
Laura,2023-05-26T00:00:00Z,2023 Australian Open Champs. inc. Nomination Trials (semifinal),3,407,C,10,3.2,4,4,4,4.5,4,4,4,12,38.4,40,Inward,407C
Laura,2023-05-26T00:00:00Z,2023 Australian Open Champs. inc. Nomination Trials (semifinal),4,6243,D,10,3.2,6.5,6.5,6.5,6,5,6,5.5,18.5,59.2,62,Armstand backward,6243D
Laura,2023-05-26T00:00:00Z,2023 Australian Open Champs. inc. Nomination Trials (semifinal),5,305,C,10,2.8,7.5,7.5,7,7.5,7,7,7.5,22,61.6,30,Reverse,305C
Laura,2023-05-28T00:00:00Z,2023 Australian Open Champs. inc. Nomination Trials (final),1,5253,B,10,3.2,4,4.5,4.5,4.5,5.5,4,5,13.5,43.2,52,Backward Twist,5253B
Laura,2023-05-28T00:00:00Z,2023 Australian Open Champs. inc. Nomination Trials (final),2,205,B,10,2.9,6.5,6.5,7,7,6.5,6.5,7,20,58,20,Backward,205B
Laura,2023-05-28T00:00:00Z,2023 Australian Open Champs. inc. Nomination Trials (final),3,407,C,10,3.2,6.5,7.5,6.5,6.5,7,7.5,7,20.5,65.6,40,Inward,407C
Laura,2023-05-28T00:00:00Z,2023 Australian Open Champs. inc. Nomination Trials (final),4,6243,D,10,3.2,6.5,7,6.5,7,7,7.5,8,21,67.2,62,Armstand backward,6243D
Laura,2023-05-28T00:00:00Z,2023 Australian Open Champs. inc. Nomination Trials (final),5,305,C,10,2.8,5.5,6,6,6.5,6,7,5.5,18,50.4,30,Reverse,305C
Laura,2022-06-03T00:00:00Z,2022 Australian Open Champs. inc. Nomination Trials (prelim),1,5253,B,10,3.2,6,6.5,6,6,5.5,5.5,6.5,18,57.6,52,Backward Twist,5253B
Laura,2022-06-03T00:00:00Z,2022 Australian Open Champs. inc. Nomination Trials (prelim),2,205,B,10,2.9,7,7,8,7.5,7,7.5,8,22,63.8,20,Backward,205B
Laura,2022-06-03T00:00:00Z,2022 Australian Open Champs. inc. Nomination Trials (prelim),3,407,C,10,3.2,6,5.5,6,5.5,5,5.5,5.5,16.5,52.8,40,Inward,407C
Laura,2022-06-03T00:00:00Z,2022 Australian Open Champs. inc. Nomination Trials (prelim),4,6243,D,10,3.2,7,8.5,8,8,7.5,7,8.5,23.5,75.2,62,Armstand backward,6243D
Laura,2022-06-03T00:00:00Z,2022 Australian Open Champs. inc. Nomination Trials (prelim),5,305,C,10,2.8,4.5,5.5,4.5,4,4.5,4.5,4.5,13.5,37.8,30,Reverse,305C
Laura,2022-06-04T00:00:00Z,2022 Australian Open Champs. inc. Nomination Trials (final),1,5253,B,10,3.2,6,5.5,6.5,6.5,6.5,6,7,19,60.8,52,Backward Twist,5253B
Laura,2022-06-04T00:00:00Z,2022 Australian Open Champs. inc. Nomination Trials (final),2,205,B,10,2.9,8,7.5,7.5,8.5,7.5,7.5,8,23,66.7,20,Backward,205B
Laura,2022-06-04T00:00:00Z,2022 Australian Open Champs. inc. Nomination Trials (final),3,407,C,10,3.2,4,5,3.5,5.5,4.5,6,4.5,14,44.8,40,Inward,407C
Laura,2022-06-04T00:00:00Z,2022 Australian Open Champs. inc. Nomination Trials (final),4,6243,D,10,3.2,7.5,7,6.5,7,7.5,8,7,21.5,68.8,62,Armstand backward,6243D
Laura,2022-06-04T00:00:00Z,2022 Australian Open Champs. inc. Nomination Trials (final),5,305,C,10,2.8,7.5,7.5,7.5,8.5,7.5,8,7.5,22.5,63,30,Reverse,305C
Laura,2021-06-08T00:00:00Z,2021 Australian Open Champs. inc. Nomination Trials (prelim),1,5253,B,10,3.2,4.5,6.5,5.5,5,5.5,5,6,16,51.2,52,Backward Twist,5253B
Laura,2021-06-08T00:00:00Z,2021 Australian Open Champs. inc. Nomination Trials (prelim),2,205,B,10,2.9,6,7,6,6,7,6,7,19,55.1,20,Backward,205B
Laura,2021-06-08T00:00:00Z,2021 Australian Open Champs. inc. Nomination Trials (prelim),3,407,C,10,3.2,3,4.5,4,4,4,4,3.5,12,38.4,40,Inward,407C
Laura,2021-06-08T00:00:00Z,2021 Australian Open Champs. inc. Nomination Trials (prelim),4,6243,D,10,3.2,4.5,4.5,4.5,4.5,4.5,4.5,4.5,13.5,43.2,62,Armstand backward,6243D
Laura,2021-06-08T00:00:00Z,2021 Australian Open Champs. inc. Nomination Trials (prelim),5,305,C,10,2.8,7,6,6.5,5,6.5,6,6.5,19,53.2,30,Reverse,305C
Laura,2021-03-29T00:00:00Z,2021 AUS World Cup Team Selection Trials (prelim),1,5253,B,10,3.2,6,6.5,6,6.5,6.5,NA,NA,19,60.8,52,Backward Twist,5253B
Laura,2021-03-29T00:00:00Z,2021 AUS World Cup Team Selection Trials (prelim),2,205,B,10,2.9,4.5,5.5,6,4,5,NA,NA,15,43.5,20,Backward,205B
Laura,2021-03-29T00:00:00Z,2021 AUS World Cup Team Selection Trials (prelim),3,407,C,10,3.2,5,5,5,5.5,5.5,NA,NA,15.5,49.6,40,Inward,407C
Laura,2021-03-29T00:00:00Z,2021 AUS World Cup Team Selection Trials (prelim),4,6243,D,10,3.2,7,7.5,8,7.5,7.5,NA,NA,22.5,72,62,Armstand backward,6243D
Laura,2021-03-29T00:00:00Z,2021 AUS World Cup Team Selection Trials (prelim),5,305,C,10,2.8,7.5,8,8,8,8.5,NA,NA,24,67.2,30,Reverse,305C
Laura,2021-03-29T00:00:00Z,2021 AUS World Cup Team Selection Trials (final),1,5253,B,10,3.2,6,5,6,5.5,5.5,NA,NA,17,54.4,52,Backward Twist,5253B
Laura,2021-03-29T00:00:00Z,2021 AUS World Cup Team Selection Trials (final),2,205,B,10,2.9,6.5,6,6.5,6,6.5,NA,NA,19,55.1,20,Backward,205B
Laura,2021-03-29T00:00:00Z,2021 AUS World Cup Team Selection Trials (final),3,407,C,10,3.2,7.5,7.5,6.5,7,7,NA,NA,21.5,68.8,40,Inward,407C
Laura,2021-03-29T00:00:00Z,2021 AUS World Cup Team Selection Trials (final),4,6243,D,10,3.2,8,7.5,7.5,7.5,7.5,NA,NA,22.5,72,62,Armstand backward,6243D
Laura,2021-03-29T00:00:00Z,2021 AUS World Cup Team Selection Trials (final),5,305,C,10,2.8,4.5,5,4.5,5,5,NA,NA,14.5,40.6,30,Reverse,305C
Laura,2020-02-07T00:00:00Z,2020 World Cup Trials inc NSW Open Champs (prelim),1,5253,B,10,3.2,7,7.5,7,6.5,7,7.5,7,21,67.2,52,Backward Twist,5253B
Laura,2020-02-07T00:00:00Z,2020 World Cup Trials inc NSW Open Champs (prelim),2,205,B,10,2.9,6,7,6.5,6,6.5,6.5,6.5,19.5,56.55,20,Backward,205B
Laura,2020-02-07T00:00:00Z,2020 World Cup Trials inc NSW Open Champs (prelim),3,407,C,10,3.2,5,5,4.5,5,4,5.5,5.5,15,48,40,Inward,407C
Laura,2020-02-07T00:00:00Z,2020 World Cup Trials inc NSW Open Champs (prelim),4,6243,D,10,3.2,7.5,7,6.5,7,6.5,7.5,7,21,67.2,62,Armstand backward,6243D
Laura,2020-02-07T00:00:00Z,2020 World Cup Trials inc NSW Open Champs (prelim),5,305,C,10,2.8,8.5,7.5,7.5,8,7.5,8.5,8,23.5,65.8,30,Reverse,305C
Laura,2020-02-07T00:00:00Z,2020 World Cup Trials inc NSW Open Champs (semifinal),1,5253,B,10,3.2,7.5,7,6.5,7.5,7,7,7.5,21.5,68.8,52,Backward Twist,5253B
Laura,2020-02-07T00:00:00Z,2020 World Cup Trials inc NSW Open Champs (semifinal),2,205,B,10,2.9,7,7,6,7.5,7,7,7,21,60.9,20,Backward,205B
Laura,2020-02-07T00:00:00Z,2020 World Cup Trials inc NSW Open Champs (semifinal),3,407,C,10,3.2,6.5,6.5,5.5,6,6,5,6.5,18.5,59.2,40,Inward,407C
Laura,2020-02-07T00:00:00Z,2020 World Cup Trials inc NSW Open Champs (semifinal),4,6243,D,10,3.2,6.5,6,6.5,7,7,7.5,7.5,20.5,65.6,62,Armstand backward,6243D
Laura,2020-02-07T00:00:00Z,2020 World Cup Trials inc NSW Open Champs (semifinal),5,305,C,10,2.8,7,6.5,7,7,6.5,7,7,21,58.8,30,Reverse,305C
Laura,2020-02-09T00:00:00Z,2020 World Cup Trials inc NSW Open Champs (final),1,5253,B,10,3.2,7,7.5,7.5,7,7,7,7,21,67.2,52,Backward Twist,5253B
Laura,2020-02-09T00:00:00Z,2020 World Cup Trials inc NSW Open Champs (final),2,205,B,10,2.9,5.5,6,6.5,6,6,6.5,6.5,18.5,53.65,20,Backward,205B
Laura,2020-02-09T00:00:00Z,2020 World Cup Trials inc NSW Open Champs (final),3,407,C,10,3.2,5,5,6,6,5.5,5,5,15.5,49.6,40,Inward,407C
Laura,2020-02-09T00:00:00Z,2020 World Cup Trials inc NSW Open Champs (final),4,6243,D,10,3.2,7,6,6,6.5,7,6,6,18.5,59.2,62,Armstand backward,6243D
Laura,2020-02-09T00:00:00Z,2020 World Cup Trials inc NSW Open Champs (final),5,305,C,10,2.8,8.5,8.5,9,8.5,8.5,8.5,8.5,25.5,71.4,30,Reverse,305C
